px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
5.43497	-12.4957	-2.74605	-0.786859	-0.95537	5.30917	-12.4284	5.35	-12.55	-1.81722	1.81723	0.38141
5.31317	-12.4007	-2.75495	-0.823505	-0.937984	5.25069	-12.4448	5.25	-12.45	-1.81721	1.81721	0.338773
5.20177	-12.2903	-2.77318	-0.872158	-0.939008	5.13338	-12.4375	5.1	-12.35	-2.72881	1.8192	0.807249
5.07048	-12.1978	-2.78831	-0.892416	-0.904937	4.9499	-12.2734	4.95	-12.25	-2.72881	1.81921	1.18465
4.97278	-12.1101	-2.73627	-0.909858	-0.85789	4.92993	-12.1787	4.9	-12.15	-0.908467	1.81693	5.23159
4.87181	-11.9996	-2.7388	-0.946013	-0.846221	4.84027	-12.0359	4.85	-12.05	-0.908462	1.81692	0.135345
4.78018	-11.8525	-2.79795	-1.01256	-0.879683	4.79909	-11.9738	4.75	-11.9	-1.81788	2.72684	6.3611
4.6863	-11.7303	-2.80218	-1.04756	-0.865242	4.63814	-11.758	4.65	-11.75	-1.81788	2.72683	0.183114
4.61867	-11.6172	-2.7407	-1.0802	-0.841117	4.50688	-11.4491	4.6	-11.65	-0.909963	1.81994	7.68411
4.54507	-11.4927	-2.73757	-1.11879	-0.833595	4.5399	-11.541	4.55	-11.55	-0.909959	1.81992	0.126812
4.46401	-11.3258	-2.82215	-1.17205	-0.845517	4.46798	-11.2692	4.5	-11.35	-0.909227	3.63689	10.9098
4.4195	-11.1751	-2.82076	-1.22898	-0.856755	4.45518	-11.1556	4.45	-11.15	-0.909218	3.63686	0.0987032
4.40902	-11.0536	-2.7327	-1.29267	-0.87944	4.47788	-11.2387	4.4	-11.05	-0.909227	1.81845	11.2587
4.36797	-10.9152	-2.72888	-1.33646	-0.875091	4.36691	-10.9529	4.35	-10.95	-0.909222	1.81844	0.0746009
4.37671	-10.7752	-2.67194	-1.41643	-0.917871	4.34978	-10.6819	4.4	-10.8	0.9094	2.72823	6.35016
4.37181	-10.6305	-2.66692	-1.47661	-0.929015	4.42489	-10.6572	4.45	-10.65	0.909396	2.72819	0.190358
4.35064	-10.4925	-2.69052	-1.5096	-0.907179	4.45256	-10.5332	4.45	-10.5	0	3.00113	1.62199
4.36769	-10.3537	-2.69005	-1.57229	-0.92586	4.44692	-10.3512	4.45	-10.35	0	3.00113	0.357845
4.39657	-10.2094	-2.68856	-1.64368	-0.956119	4.41237	-9.99477	4.5	-10.2	0.999524	2.99855	1.07023
4.44056	-10.0677	-2.69315	-1.71604	-0.981712	4.5556	-10.0446	4.55	-10.05	0.999524	2.99856	0.77873
4.47265	-9.92718	-2.70298	-1.77019	-0.982915	4.57379	-9.85032	4.6	-9.9	0.998267	2.9948	0.564201
4.53363	-9.78694	-2.71201	-1.84329	-1.00677	4.65841	-9.75093	4.65	-9.75	0.998262	2.99479	0.934796
4.66253	-9.64743	-2.69795	-1.99772	-1.14661	4.60255	-9.4741	4.7	-9.65	0.910924	1.82187	9.43421
4.73068	-9.51763	-2.69594	-2.0626	-1.14895	4.74425	-9.53907	4.75	-9.55	0.910928	1.82186	0.0327676
4.75167	-9.3793	-2.69686	-2.05927	-1.05217	4.78405	-9.35872	4.8	-9.4	0.908038	2.72411	3.66926
4.83338	-9.25087	-2.69919	-2.1229	-1.0574	4.87523	-9.25457	4.85	-9.25	0.908033	2.7241	0.0939839
4.88678	-9.11261	-2.70423	-2.14104	-0.995773	4.92663	-9.02336	4.95	-9.1	1.81851	2.72776	1.97093
4.98213	-8.98692	-2.71219	-2.20274	-1.0011	5.04624	-8.96378	5.05	-8.95	1.81852	2.72777	0.243062
5.04037	-8.84562	-2.71779	-2.20606	-0.918944	5.1055	-8.72095	5.15	-8.8	1.8165	2.72476	3.68182
5.15098	-8.7179	-2.73697	-2.26548	-0.924123	5.26299	-8.64398	5.25	-8.65	1.8165	2.72475	0.926811
5.2726	-8.60705	-2.74921	-2.3389	-0.955282	5.34134	-8.5519	5.35	-8.55	1.82159	1.8216	0.688938
5.38704	-8.49376	-2.7604	-2.39287	-0.954923	5.43218	-8.43885	5.45	-8.45	1.82157	1.82157	0.257204
5.44784	-8.36145	-2.74272	-2.3662	-0.828409	5.5122	-8.36624	5.5	-8.35	0.908054	1.81609	7.4493
5.55555	-8.25518	-2.74376	-2.40965	-0.826317	5.54143	-8.23537	5.55	-8.25	0.908054	1.8161	0.0306359
5.70136	-8.17782	-2.75523	-2.50109	-0.899693	5.72065	-8.20245	5.7	-8.15	2.72851	1.81902	2.58221
5.82794	-8.08256	-2.76402	-2.54899	-0.896953	5.85207	-8.0316	5.85	-8.05	2.72849	1.81899	0.162494
5.87934	-7.94063	-2.72201	-2.47174	-0.687561	5.99121	-7.96746	5.95	-7.9	1.81851	2.72777	21.7956
6.004	-7.83635	-2.7373	-2.5062	-0.682282	6.04955	-7.75139	6.05	-7.75	1.81852	2.72777	0.476348
6.10868	-7.7256	-2.73273	-2.50355	-0.613458	6.20599	-7.74241	6.15	-7.65	1.81739	1.81739	2.5825
6.23233	-7.62735	-2.7421	-2.53327	-0.608644	6.2473	-7.56333	6.25	-7.55	1.81739	1.81739	0.224012
6.33243	-7.51117	-2.73365	-2.51423	-0.520007	6.39144	-7.48582	6.35	-7.45	1.8164	1.81641	4.00017
6.45371	-7.41527	-2.73893	-2.53823	-0.51532	6.44526	-7.36223	6.45	-7.35	1.81638	1.81638	0.151005
6.58278	-7.32534	-2.74634	-2.56278	-0.50806	6.66209	-7.31025	6.6	-7.25	2.72856	1.81904	0.213963
6.71424	-7.22925	-2.76066	-2.58496	-0.501437	6.74856	-7.14204	6.75	-7.15	2.72856	1.81904	0.456183
6.8157	-7.11364	-2.7481	-2.55367	-0.403142	6.83447	-7.05268	6.85	-7.05	1.82066	1.82066	4.87459
6.94595	-7.02079	-2.75877	-2.57192	-0.398615	6.97717	-6.96144	6.95	-6.95	1.82065	1.82065	0.233243
7.0757	-6.94717	-2.77363	-2.60298	-0.418125	7.13677	-6.88363	7.1	-6.85	2.99976	1.99984	0.552511
7.20185	-6.85762	-2.79249	-2.61619	-0.409555	7.2552	-6.74652	7.25	-6.75	2.99976	1.99984	0.787919
7.26275	-6.71342	-2.75817	-2.51471	-0.205771	7.234	-6.59525	7.3	-6.65	0.999384	1.99876	22.6782
7.36958	-6.61863	-2.76282	-2.51686	-0.198254	7.33491	-6.53948	7.35	-6.55	0.999369	1.99874	0.390837
7.55899	-6.60674	-2.79343	-2.65484	-0.41023	7.67988	-6.69347	7.5	-6.55	2.72747	0	24.2041
7.68935	-6.53951	-2.78595	-2.67749	-0.410916	7.64389	-6.55777	7.65	-6.55	2.72745	0	0.121355
7.7898	-6.43973	-2.7505	-2.63031	-0.289103	7.94309	-6.60222	7.75	-6.45	1.81623	1.81624	10.2048
7.91296	-6.36214	-2.74475	-2.64192	-0.285698	7.84566	-6.34021	7.85	-6.35	1.81623	1.81624	0.255031
8.05839	-6.3106	-2.75349	-2.69148	-0.344361	7.9171	-6.24084	8	-6.3	2.72648	0.908821	2.36908
8.18922	-6.24338	-2.74954	-2.70785	-0.34234	8.14601	-6.23101	8.15	-6.25	2.72645	0.908817	0.102754
8.26319	-6.11005	-2.69234	-2.60163	-0.130584	8.37368	-6.18614	8.25	-6.1	1.81898	2.72847	28.4853
8.38565	-6.02162	-2.69565	-2.60101	-0.123092	8.35502	-5.95811	8.35	-5.95	1.81897	2.72844	0.263471
8.54391	-5.98196	-2.71933	-2.67414	-0.236799	8.43843	-5.87193	8.5	-5.9	2.72647	0.90883	7.91889
8.67316	-5.90696	-2.72009	-2.68168	-0.231671	8.64201	-5.86567	8.65	-5.85	2.72645	0.908817	0.140781
8.77372	-5.79765	-2.69419	-2.62548	-0.118308	8.76652	-5.75601	8.75	-5.75	1.81789	1.81788	7.57512
8.89616	-5.7122	-2.69563	-2.62369	-0.110462	8.85198	-5.65134	8.85	-5.65	1.81789	1.81788	0.298725
9.03121	-5.63716	-2.70733	-2.63976	-0.132207	8.91028	-5.47662	9	-5.55	2.73109	1.82073	1.03332
9.15786	-5.54774	-2.71454	-2.63604	-0.12155	9.13482	-5.45989	9.15	-5.45	2.73106	1.82072	0.442353
9.26447	-5.43603	-2.70048	-2.5844	-0.0269757	9.32693	-5.39468	9.25	-5.35	1.81796	1.81795	5.01787
9.38254	-5.34037	-2.70351	-2.57467	-0.0163285	9.33045	-5.26019	9.35	-5.25	1.81794	1.81793	0.486019
9.51491	-5.25826	-2.71512	-2.58447	-0.0355172	9.4498	-5.12838	9.5	-5.15	2.72905	1.81937	0.721427
9.64018	-5.15573	-2.72817	-2.57292	-0.0224243	9.63754	-5.04328	9.65	-5.05	2.72903	1.81935	0.681483
9.70096	-5.00791	-2.69617	-2.4546	0.173594	9.83281	-5.00671	9.7	-4.95	0.998666	1.99733	21.7762
9.79745	-4.90886	-2.69792	-2.43714	0.18175	9.74856	-4.84745	9.75	-4.85	0.998656	1.99731	0.325406
9.90343	-4.80107	-2.69672	-2.40948	0.210874	9.96003	-4.81123	9.85	-4.75	1.8172	1.81719	0.482585
10.003	-4.69446	-2.69275	-2.39169	0.216556	9.93394	-4.66432	9.95	-4.65	1.81717	1.81717	0.292248
10.1079	-4.58824	-2.69302	-2.37264	0.228142	10.1357	-4.58625	10.05	-4.55	1.82042	1.82043	0.0792033
10.2044	-4.47712	-2.69094	-2.35364	0.234099	10.1444	-4.44253	10.15	-4.45	1.82041	1.82042	0.24905
10.349	-4.40885	-2.70722	-2.4148	0.111312	10.3185	-4.35401	10.3	-4.35	2.72672	1.81782	8.12353
10.4579	-4.29933	-2.71309	-2.40299	0.116428	10.4496	-4.24828	10.45	-4.25	2.7267	1.8178	0.142984
10.4918	-4.12709	-2.68148	-2.26196	0.337004	10.5826	-4.11494	10.5	-4.1	0.908764	2.72628	26.9862
10.58	-4.00217	-2.68583	-2.23686	0.342969	10.5542	-3.95161	10.55	-3.95	0.908764	2.72628	0.172049
10.6664	-3.87504	-2.6906	-2.20801	0.356974	10.6618	-3.80699	10.65	-3.8	1.8194	2.72911	0.185626
10.7528	-3.739	-2.70338	-2.18079	0.363513	10.7602	-3.65417	10.75	-3.65	1.81939	2.72908	0.384227
10.865	-3.63361	-2.71222	-2.20569	0.287968	10.8593	-3.57039	10.85	-3.55	1.81839	1.81838	3.00788
10.9499	-3.50553	-2.71658	-2.18573	0.291531	10.9375	-3.46792	10.95	-3.45	1.81838	1.81838	0.083455
10.9904	-3.34635	-2.71161	-2.09628	0.410951	11.0183	-3.30073	11	-3.3	0.908549	2.72563	7.13349
11.0633	-3.20537	-2.72093	-2.06895	0.41484	11.0672	-3.14607	11.05	-3.15	0.908549	2.72564	0.186416
11.1123	-3.05528	-2.72309	-2.0121	0.469474	11.1054	-3.01303	11.1	-3	0.90888	2.72663	1.4196
11.1692	-2.90767	-2.73023	-1.97985	0.474861	11.1428	-2.8481	11.15	-2.85	0.908863	2.72661	0.225246
11.2178	-2.75959	-2.73426	-1.93965	0.49601	11.1758	-2.69942	11.2	-2.7	0.909988	2.72995	0.280663
11.2662	-2.60675	-2.7435	-1.90673	0.500478	11.2495	-2.5409	11.25	-2.55	0.909988	2.72995	0.243482
11.21	-2.40867	-2.75035	-1.71876	0.769765	11.4549	-2.46508	11.2	-2.4	-0.907692	2.72306	36.0187
11.2207	-2.25527	-2.74954	-1.67153	0.774088	11.1705	-2.24061	11.15	-2.25	-0.907683	2.72304	0.14255
11.3452	-2.15688	-2.71357	-1.79749	0.492494	11.2202	-2.08176	11.25	-2.1	1.8219	2.73284	38.3181
11.373	-2.00549	-2.71808	-1.76738	0.494731	11.3536	-1.97104	11.35	-1.95	1.82188	2.73281	0.0817637
11.3621	-1.84381	-2.72263	-1.69213	0.57119	11.224	-1.77367	11.35	-1.8	0	2.71996	3.01069
11.3759	-1.68737	-2.72945	-1.65827	0.572634	11.3661	-1.64386	11.35	-1.65	0	2.71993	0.103415
11.3734	-1.53191	-2.73371	-1.61185	0.595163	11.2691	-1.47976	11.35	-1.5	0	2.73448	0.394776
11.3714	-1.37677	-2.73777	-1.57553	0.597997	11.3391	-1.34511	11.35	-1.35	0	2.73446	0.106723
11.2462	-1.21576	-2.76289	-1.38036	0.873821	11.2507	-1.19626	11.25	-1.2	-1.99969	2.99952	38.2836
11.208	-1.07557	-2.76666	-1.33146	0.87787	11.1532	-1.04324	11.15	-1.05	-1.99967	2.99949	0.209755
11.1409	-0.934248	-2.78169	-1.25012	0.93726	10.9697	-0.89157	11.1	-0.9	-1.00006	3.00024	2.22052
11.0902	-0.795493	-2.78989	-1.20119	0.937903	11.0654	-0.742685	11.05	-0.75	-1.00006	3.00021	0.174313
10.9838	-0.651392	-2.8145	-1.08886	1.03754	10.8913	-0.655608	10.95	-0.649999	-1.81771	1.81773	5.78029
10.8987	-0.521271	-2.80942	-1.02612	1.04335	10.8418	-0.549005	10.85	-0.549999	-1.81772	1.81773	0.207994
10.8079	-0.396092	-2.81041	-0.95844	1.06086	10.827	-0.442912	10.75	-0.45	-1.81842	1.8184	0.240451
10.7072	-0.284105	-2.79925	-0.893286	1.06914	10.6642	-0.353413	10.65	-0.35	-1.8184	1.81839	0.347638
10.534	-0.193161	-2.86555	-0.729215	1.25119	10.5503	-0.248633	10.5	-0.25	-3.00035	2.00024	23.8429
10.4129	-0.112345	-2.85729	-0.657348	1.26146	10.3487	-0.171899	10.35	-0.15	-3.00032	2.00022	0.402871
10.3084	-0.03664	-2.82977	-0.607953	1.23732	10.2559	-0.115293	10.25	-0.0999996	-2.00053	1.00027	1.29888
10.1812	0.026724	-2.82042	-0.536135	1.24902	10.137	-0.0462889	10.15	-0.0499992	-2.00053	1.00027	0.385707
10.0803	0.0895533	-2.77463	-0.499001	1.20629	10.0717	0.0165033	10.05	9.49949e-07	-2.00009	1.00004	3.78492
9.95068	0.136729	-2.76469	-0.428153	1.21915	9.92833	0.0556031	9.95	0.0500011	-2.00006	1.00003	0.37641
9.80521	0.168217	-2.78101	-0.336484	1.26533	9.8478	0.0279858	9.8	0.0500011	-3.00025	0	2.77249
9.66545	0.181408	-2.76459	-0.253432	1.28959	9.65029	0.0372757	9.65	0.0500011	-3.00024	0	1.12102
9.51925	0.19775	-2.78095	-0.170385	1.31616	9.54682	0.0997641	9.5	0.100001	-2.99825	0.999409	1.53352
9.37433	0.202172	-2.77752	-0.0922502	1.32989	9.33515	0.138463	9.35	0.15	-2.99825	0.999409	0.302936
9.2543	0.18342	-2.67985	-0.0178059	1.32841	9.46113	0.134275	9.25	0.15	-1.81915	0	13.2298
9.11034	0.177848	-2.67628	0.0566138	1.33086	9.13787	0.161547	9.15	0.15	-1.81913	0	0.0511759
8.96882	0.183488	-2.71376	0.111583	1.31663	9.02723	0.196492	9	0.2	-2.99927	0.99976	2.35506
8.83482	0.179814	-2.71764	0.164901	1.3018	8.82128	0.250523	8.85	0.25	-2.99927	0.99976	0.280135
8.69244	0.184536	-2.75194	0.203673	1.26814	8.67607	0.247512	8.7	0.25	-2.99873	0	2.21272
8.55886	0.16991	-2.75329	0.252888	1.25183	8.54916	0.247046	8.55	0.25	-2.99871	0	0.328399
8.41686	0.1494	-2.74826	0.303829	1.23268	8.44086	0.253341	8.4	0.25	-2.72872	0	0.628849
8.27053	0.12917	-2.74929	0.347118	1.20465	8.2302	0.258614	8.25	0.25	-2.72871	0	0.995614
8.12766	0.126179	-2.7766	0.360547	1.14344	8.1066	0.204722	8.1	0.2	-2.99909	-0.9997	3.14431
7.99392	0.0834097	-2.77942	0.409328	1.13329	7.94777	0.127954	7.95	0.15	-2.9991	-0.9997	0.213777
7.84597	0.0796696	-2.80873	0.407938	1.05488	7.82213	0.149733	7.8	0.15	-3.00101	0	4.91102
7.70913	0.043584	-2.80959	0.441257	1.0326	7.63383	0.15164	7.65	0.15	-3.00099	0	0.9138
7.56482	0.00576843	-2.80675	0.469998	0.999611	7.49691	0.101076	7.5	0.100001	-2.72698	-0.908982	0.87033
7.41956	-0.0445858	-2.80511	0.505339	0.97749	7.35046	0.0656199	7.35	0.0500011	-2.72695	-0.908974	0.896247
7.30777	-0.108741	-2.78073	0.560214	0.996091	7.13188	-0.00451978	7.25	9.49949e-07	-2.00032	-1.00016	2.66171
7.18606	-0.164611	-2.7748	0.593235	0.977906	7.14965	-0.0559868	7.15	-0.0499992	-2.0003	-1.00015	0.693666
7.01857	-0.19154	-2.79955	0.568895	0.863976	6.77233	-0.150907	7	-0.15	-2.72534	-1.8169	7.94946
6.8867	-0.269694	-2.79836	0.609772	0.856658	6.85872	-0.227918	6.85	-0.25	-2.72532	-1.81688	0.132269
6.83003	-0.412026	-2.75282	0.748922	1.01076	6.70421	-0.347264	6.8	-0.349999	-1.00053	-2.00107	19.0012
6.73287	-0.499018	-2.74574	0.793562	1.00496	6.74687	-0.441006	6.75	-0.449999	-1.00054	-2.00107	0.182258
6.62961	-0.57487	-2.74014	0.815193	0.963305	6.72084	-0.550555	6.65	-0.549999	-2.00016	-2.00017	0.915014
6.53891	-0.670318	-2.73469	0.859558	0.959764	6.54837	-0.624094	6.55	-0.65	-2.00016	-2.00017	0.112308
6.49235	-0.819864	-2.72865	0.982912	1.08107	6.40088	-0.78131	6.5	-0.799999	-0.999884	-2.99963	8.13559
6.42368	-0.938344	-2.72867	1.04012	1.08433	6.44859	-0.960126	6.45	-0.949999	-0.999884	-2.99963	0.0558195
6.38074	-1.08389	-2.73552	1.13769	1.15286	6.37766	-1.0844	6.4	-1.1	-0.999984	-2.99995	2.18792
6.33095	-1.21316	-2.73653	1.19874	1.15614	6.35596	-1.24356	6.35	-1.25	-0.999969	-2.99992	0.0781847
6.33625	-1.38719	-2.75595	1.33967	1.28687	6.5527	-1.43518	6.35	-1.4	0	-3.00132	8.50698
6.31515	-1.52507	-2.75569	1.40794	1.29067	6.35503	-1.55184	6.35	-1.55	0	-3.00129	0.116892
6.29288	-1.66576	-2.74482	1.46892	1.27565	6.33086	-1.6454	6.35	-1.65	0	-1.81769	0.231194
6.29066	-1.81073	-2.73501	1.54177	1.27997	6.34356	-1.7483	6.35	-1.75	0	-1.81769	0.331285
6.31294	-1.95982	-2.7507	1.63839	1.33308	6.34522	-1.96081	6.35	-1.95	0	-3.99976	1.69942
6.32874	-2.09862	-2.75251	1.7064	1.33392	6.34095	-2.12276	6.35	-2.15	0	-3.99972	0.0358788
6.31274	-2.21604	-2.71615	1.71591	1.23939	6.3068	-2.23646	6.35	-2.25	0	-2	6.51981
6.33807	-2.34978	-2.71601	1.77881	1.24028	6.34785	-2.35274	6.35	-2.35	0	-1.99998	0.00535314
6.33854	-2.47291	-2.69089	1.79975	1.17353	6.26272	-2.46894	6.35	-2.5	0	-3	3.50327
6.37107	-2.60627	-2.69526	1.857	1.17109	6.36265	-2.64414	6.35	-2.65	0	-3	0.0733667
6.42125	-2.74503	-2.71996	1.93081	1.19771	6.38105	-2.77438	6.4	-2.8	1.00003	-3.00012	1.20259
6.47016	-2.87758	-2.72822	1.98764	1.19269	6.461	-2.95066	6.45	-2.95	1.00003	-3.00009	0.264739
6.53522	-3.02596	-2.78027	2.06158	1.22059	6.50958	-3.15806	6.5	-3.15	0.999284	-3.99712	4.04011
6.59317	-3.16675	-2.80233	2.10971	1.20212	6.55345	-3.36165	6.55	-3.35	0.999284	-3.99712	1.95431
6.6252	-3.30491	-2.76025	2.11556	1.10815	6.64067	-3.46888	6.6	-3.45	0.909922	-1.81983	10.5431
6.69365	-3.44603	-2.77234	2.16263	1.09099	6.63536	-3.55462	6.65	-3.55	0.909917	-1.81984	0.778936
6.75638	-3.57898	-2.78946	2.1987	1.06836	6.70376	-3.69784	6.7	-3.7	0.999335	-2.99802	1.1264
6.82317	-3.70899	-2.80353	2.23287	1.04485	6.75151	-3.84595	6.75	-3.85	0.99934	-2.99802	1.23789
6.87104	-3.84805	-2.77749	2.2393	0.97513	6.65288	-3.91672	6.8	-4	0.908549	-2.72564	5.63444
6.9451	-3.99176	-2.79291	2.26633	0.943293	6.85764	-4.15466	6.85	-4.15	0.908537	-2.72561	1.80363
6.98009	-4.12349	-2.71964	2.24898	0.843057	6.9447	-4.2991	6.9	-4.25	0.90988	-1.81977	17.0657
7.0523	-4.256	-2.72474	2.27224	0.817062	6.94846	-4.34203	6.95	-4.35	0.909876	-1.81975	0.989886
7.11562	-4.3835	-2.72569	2.28195	0.778071	7.09552	-4.55441	7	-4.5	1.00008	-3.00024	1.70262
7.17368	-4.51334	-2.73289	2.28757	0.740532	7.03506	-4.6461	7.05	-4.65	1.00008	-3.00024	2.00718
7.26641	-4.65526	-2.80172	2.31548	0.739815	7.25009	-4.88515	7.15	-4.8	1.99984	-2.99976	7.9275
7.34054	-4.78512	-2.81242	2.32437	0.707317	7.26242	-4.9318	7.25	-4.95	1.99984	-2.99976	1.49346
7.38314	-4.90492	-2.75117	2.30533	0.63338	7.33292	-5.08676	7.3	-5.05	1.00028	-2.00057	11.6447
7.45128	-5.03254	-2.75742	2.30808	0.600532	7.3521	-5.15533	7.35	-5.15	1.00028	-2.00056	1.36809
7.51206	-5.15681	-2.74241	2.30263	0.556583	7.40318	-5.28627	7.4	-5.3	1.00003	-3.00012	2.31331
7.5716	-5.2925	-2.74894	2.29277	0.514029	7.44098	-5.44336	7.45	-5.45	1.00004	-3.00012	2.19895
7.64131	-5.42002	-2.75774	2.29295	0.486159	7.46878	-5.50726	7.55	-5.55	1.99961	-1.99961	1.46495
7.71735	-5.54446	-2.76437	2.29596	0.461957	7.66561	-5.647	7.65	-5.65	1.9996	-1.9996	0.725034
7.77865	-5.6684	-2.74667	2.28549	0.420331	7.70927	-5.8194	7.7	-5.8	1.00027	-3.00084	2.31837
7.84299	-5.80613	-2.75617	2.27233	0.38185	7.75724	-5.96146	7.75	-5.95	1.00028	-3.00084	1.74324
7.91637	-5.9281	-2.76436	2.27418	0.364218	7.71187	-5.94164	7.85	-6.05	1.9998	-1.99981	1.13606
7.99202	-6.05335	-2.77074	2.27284	0.342326	7.95005	-6.14609	7.95	-6.15	1.9998	-1.9998	0.573623
8.04317	-6.16722	-2.71987	2.25368	0.292895	8.03808	-6.28852	8	-6.25	1.00004	-2.00008	7.04174
8.11142	-6.29004	-2.72231	2.24836	0.270887	8.04346	-6.35767	8.05	-6.35	1.00004	-2.00008	0.517943
8.21387	-6.41546	-2.7825	2.27088	0.291087	8.1071	-6.48544	8.15	-6.5	1.99951	-2.99928	7.85989
8.28922	-6.5461	-2.79196	2.26352	0.266859	8.25742	-6.66007	8.25	-6.65	1.9995	-2.99925	0.770381
8.34066	-6.66562	-2.71665	2.23761	0.209712	8.38768	-6.7963	8.3	-6.75	0.90921	-1.81841	14.0254
8.41131	-6.80277	-2.71882	2.2258	0.184326	8.33159	-6.8699	8.35	-6.85	0.90921	-1.81841	0.622679
8.4937	-6.92834	-2.73922	2.227	0.177733	8.58336	-7.15056	8.4	-7	1.0001	-3.00036	1.21423
8.55057	-7.06259	-2.7434	2.20693	0.146457	8.45779	-7.15285	8.45	-7.15	1.00011	-3.00036	0.961526
8.62373	-7.18147	-2.75457	2.20761	0.142327	8.37938	-7.10665	8.55	-7.25	1.99907	-1.99908	1.39964
8.69267	-7.30407	-2.75654	2.20091	0.127479	8.647	-7.3454	8.65	-7.35	1.99908	-1.99908	0.218033
8.77225	-7.43031	-2.77613	2.20117	0.12382	8.76035	-7.57239	8.7	-7.5	1.00058	-3.00174	0.91757
8.83108	-7.56714	-2.78274	2.18141	0.0960076	8.76121	-7.66039	8.75	-7.65	1.00057	-3.00171	0.779839
8.86779	-7.68637	-2.72932	2.14719	0.0419254	8.81118	-7.75569	8.8	-7.75	0.999844	-1.99968	7.49507
8.92265	-7.81228	-2.7283	2.13224	0.0237229	8.84363	-7.83628	8.85	-7.85	0.999844	-1.99968	0.383934
9.04006	-7.94212	-2.8103	2.17089	0.0837037	9.07758	-8.1058	8.95	-8	2.00017	-3.00024	14.6469
9.10143	-8.0784	-2.81736	2.15461	0.0619707	9.05238	-8.15838	9.05	-8.15	2.00014	-3.00021	0.504269
9.13981	-8.1986	-2.76949	2.12276	0.0132051	9.05557	-8.22632	9.1	-8.25	0.998905	-1.99781	5.95666
9.19978	-8.32567	-2.77075	2.11166	0.000731176	9.15492	-8.35136	9.15	-8.35	0.998886	-1.99779	0.154436
9.26276	-8.46205	-2.75651	2.0953	-0.021666	9.30408	-8.57245	9.2	-8.5	0.908863	-2.72657	1.02825
9.31922	-8.60712	-2.75885	2.07633	-0.0404188	9.2543	-8.64461	9.25	-8.65	0.908855	-2.72655	0.328538
9.36729	-8.7439	-2.74164	2.05324	-0.0668998	9.15971	-8.67035	9.3	-8.8	0.909475	-2.72841	1.20671
9.41533	-8.89531	-2.74693	2.02883	-0.0885277	9.35164	-8.95148	9.35	-8.95	0.909466	-2.72839	0.426262
9.49422	-9.03009	-2.78616	2.04122	-0.0589088	9.47941	-9.179	9.4	-9.1	0.999765	-2.99935	3.30137
9.52933	-9.17568	-2.79262	2.01254	-0.0855776	9.44272	-9.24111	9.45	-9.25	0.999774	-2.99934	0.692909
9.54411	-9.31893	-2.74048	1.95723	-0.158813	9.53008	-9.38561	9.5	-9.35	0.908962	-1.81792	8.22059
9.59649	-9.45659	-2.73751	1.94699	-0.160471	9.5752	-9.43724	9.55	-9.45	0.908954	-1.8179	0.0418212
9.64052	-9.59873	-2.7311	1.92805	-0.174089	9.60163	-9.60777	9.6	-9.6	0.909988	-2.72996	0.175552
9.67823	-9.74584	-2.73203	1.90738	-0.185528	9.62903	-9.75552	9.65	-9.75	0.909971	-2.72993	0.144971
9.73563	-9.88996	-2.74508	1.90718	-0.169006	9.69155	-9.89958	9.7	-9.9	0.907972	-2.7239	0.501497
9.77557	-10.0371	-2.74634	1.89056	-0.176471	9.74482	-10.046	9.75	-10.05	0.907972	-2.72391	0.059756
9.78146	-10.1797	-2.71109	1.84001	-0.235969	9.69256	-10.1336	9.75	-10.2	0	-2.73106	3.79984
9.80424	-10.3313	-2.71407	1.81444	-0.248748	9.75264	-10.3488	9.75	-10.35	0	-2.73105	0.174365
9.8791	-10.4668	-2.75614	1.85095	-0.172924	9.82419	-10.5024	9.8	-10.5	1	-2.99999	6.18212
9.89617	-10.6118	-2.76296	1.82554	-0.189667	9.83234	-10.6514	9.85	-10.65	0.999994	-2.99996	0.330714
9.91723	-10.748	-2.75904	1.80419	-0.204834	9.825	-10.7525	9.85	-10.8	0	-3.00047	0.231514
9.92392	-10.899	-2.76975	1.7735	-0.2252	9.85033	-10.9603	9.85	-10.95	0	-3.00048	0.533585
9.87868	-11.0358	-2.71791	1.67947	-0.349662	9.91881	-11.1448	9.85	-11.05	0	-1.9956	14.3404
9.88673	-11.1696	-2.71574	1.65874	-0.353015	9.86057	-11.1502	9.85	-11.15	0	-1.99559	0.0546369
9.88244	-11.3171	-2.70712	1.62217	-0.378196	9.83851	-11.2795	9.85	-11.3	0	-2.73184	0.442723
9.8788	-11.4652	-2.70613	1.59502	-0.384651	9.83839	-11.4483	9.85	-11.45	0	-2.73182	0.102581
9.86322	-11.6009	-2.70036	1.55731	-0.410664	9.79654	-11.5922	9.8	-11.6	-0.998566	-2.9957	0.416383
9.83812	-11.742	-2.70532	1.5213	-0.425626	9.75592	-11.7487	9.75	-11.75	-0.998566	-2.99569	0.383888
9.83841	-11.8935	-2.71368	1.51149	-0.403227	9.77699	-11.9246	9.75	-11.9	0	-2.73084	0.465419
9.81329	-12.0455	-2.71743	1.47928	-0.412805	9.75861	-12.0491	9.75	-12.05	0	-2.73085	0.169477
9.72477	-12.1871	-2.69223	1.37201	-0.537896	9.63743	-12.1863	9.65	-12.2	-1.81598	-2.72396	9.01899
